# TOPAS Version: 3.1.p3
# Parameter File: Catphan_515_CT.txt
# Results for scorer Readout_Adipose
# Scored in component: GOS_Glue
# X in 1 bin  of 10.0352 cm
# Y in 512 bins of 0.0783984 cm
# Z in 128 bins of 0.000226562 cm
# EnergyDeposit ( MeV ) : Sum   
0, 0, 0, 21.62203025817871
0, 0, 1, 26.62641334533691
0, 0, 2, 28.32909393310547
0, 0, 3, 29.43957901000977
0, 0, 4, 29.14236640930176
0, 0, 5, 32.11142349243164
0, 0, 6, 30.72009086608887
0, 0, 7, 31.40921211242676
0, 0, 8, 33.44588470458984
0, 0, 9, 33.33611679077148
0, 0, 10, 34.48618698120117
0, 0, 11, 32.75829315185547
0, 0, 12, 33.21884155273438
0, 0, 13, 34.11996459960938
0, 0, 14, 32.66206741333008
0, 0, 15, 35.52584075927734
0, 0, 16, 34.4305419921875
0, 0, 17, 35.58441543579102
0, 0, 18, 31.8755931854248
0, 0, 19, 34.34243774414062
0, 0, 20, 33.84235382080078
0, 0, 21, 33.76176834106445
0, 0, 22, 34.92479705810547
0, 0, 23, 34.49884796142578
0, 0, 24, 35.7265625
0, 0, 25, 34.13506698608398
0, 0, 26, 31.52137184143066
0, 0, 27, 34.12296295166016
0, 0, 28, 34.05901336669922
0, 0, 29, 32.23531723022461
0, 0, 30, 34.51487731933594
0, 0, 31, 34.2613639831543
0, 0, 32, 35.61298370361328
0, 0, 33, 35.25338745117188
0, 0, 34, 34.47966384887695
0, 0, 35, 32.91481399536133
0, 0, 36, 35.0120964050293
0, 0, 37, 36.33732604980469
0, 0, 38, 37.81037139892578
0, 0, 39, 35.89963150024414
0, 0, 40, 36.50503158569336
0, 0, 41, 32.29388427734375
0, 0, 42, 33.95635604858398
0, 0, 43, 38.27806854248047
0, 0, 44, 37.46476364135742
0, 0, 45, 36.21491241455078
0, 0, 46, 34.26373672485352
0, 0, 47, 32.46113967895508
0, 0, 48, 34.66613006591797
0, 0, 49, 34.44150543212891
0, 0, 50, 34.41839218139648
0, 0, 51, 35.51518249511719
0, 0, 52, 36.69441986083984
0, 0, 53, 35.42068481445312
0, 0, 54, 37.64333343505859
0, 0, 55, 38.39965057373047
0, 0, 56, 37.41134643554688
0, 0, 57, 39.19654846191406
0, 0, 58, 36.88937377929688
0, 0, 59, 38.21460723876953
0, 0, 60, 37.54392623901367
0, 0, 61, 35.90491104125977
0, 0, 62, 34.62555313110352
0, 0, 63, 35.30839538574219
0, 0, 64, 37.07032012939453
0, 0, 65, 36.26835250854492
0, 0, 66, 37.47803115844727
0, 0, 67, 38.21858215332031
0, 0, 68, 40.00937652587891
0, 0, 69, 39.1349983215332
0, 0, 70, 37.41473007202148
0, 0, 71, 35.96755981445312
0, 0, 72, 39.00474166870117
0, 0, 73, 37.74357604980469
0, 0, 74, 36.66431045532227
0, 0, 75, 34.89857864379883
0, 0, 76, 37.0421028137207
0, 0, 77, 36.80744171142578
0, 0, 78, 41.00693511962891
0, 0, 79, 39.66682434082031
0, 0, 80, 38.22124099731445
0, 0, 81, 36.23958206176758
0, 0, 82, 36.4140625
0, 0, 83, 35.74045944213867
0, 0, 84, 38.29032516479492
0, 0, 85, 38.7589225769043
0, 0, 86, 37.53378295898438
0, 0, 87, 36.19984436035156
0, 0, 88, 35.61194229125977
0, 0, 89, 38.3111572265625
0, 0, 90, 38.57085037231445
0, 0, 91, 38.77291488647461
0, 0, 92, 38.3321647644043
0, 0, 93, 37.23925018310547
0, 0, 94, 37.06703567504883
0, 0, 95, 40.84361267089844
0, 0, 96, 38.07710647583008
0, 0, 97, 37.31815338134766
0, 0, 98, 36.32121658325195
0, 0, 99, 38.24347686767578
0, 0, 100, 36.87535858154297
0, 0, 101, 37.73789215087891
0, 0, 102, 38.99085235595703
0, 0, 103, 38.37496566772461
0, 0, 104, 37.98925018310547
0, 0, 105, 40.15854263305664
0, 0, 106, 37.78436279296875
