# TOPAS Version: 3.1.p3
# Parameter File: Catphan_515_CT.txt
# Results for scorer Dose_Al_6
# Scored in component: ScoringCylinder
# DoseToMedium ( Gy ) : Sum   
2.140809556294698e-06
